url,tags,num_hashtags,emojis,num_special,num_excl_quest,text_all_clean,n_char,n_words,avg_len_words
1,0,1,0,0,0,its a comfy warmth sarcasm,22.0,5.0,4.4
0,0,1,0,0,0,uhm i dont know how to handle mexican currency irony,43.0,10.0,4.3
0,0,2,0,0,0,nice marking by the captain yet again nufc sarcasm,42.0,9.0,4.666666666666667
0,0,5,0,1,0,irony is in worlds largest democracy people like rahulgandhi is being afford beared all around shameful godsaveus pappusoduffer,110.0,18.0,6.111111111111111
0,0,3,0,1,0,had a frap that tasted like a milkshake skittles for breakfast healthgoals fitness sarcasm,77.0,14.0,5.5
0,0,1,0,0,0,a republican who struggled to bring about a united ireland murdered by republicans who copper fasten the union ironic,99.0,19.0,5.2105263157894735
0,0,2,0,0,1,just heard barcelona played really well supercopa sarcasm,50.0,8.0,6.25
0,3,1,0,0,1,sarcasm sensor not working meme,27.0,5.0,5.4
1,0,4,0,0,0,oh the irony socialmedia cant deny this beautifulquote and all its wonder mytittytriedtokillme,82.0,13.0,6.3076923076923075
1,0,1,0,0,1,video of americans trying portuguese food criticised by tv host and cookbook writer portugal resident irony again,97.0,17.0,5.705882352941177
0,1,1,0,0,3,i wish it was more intimidating11111 sarcasm,38.0,7.0,5.428571428571429
0,0,2,0,0,0,careful what i wish for storm rolling in which i wanted but it knocked out some of my cable channels sacrifice irony,95.0,22.0,4.318181818181818
0,0,3,0,0,2,crazy friday night scrubbing grout glad my bf isnt here sarcasm lamefriday imnowahermit,75.0,13.0,5.769230769230769
0,3,1,0,0,0,more irony,9.0,2.0,4.5
0,0,3,0,0,0,looking forward to seeing someone post a straight outta rosedale meme sarcasm annoyingmeme fb,80.0,14.0,5.714285714285714
0,1,1,0,0,2,sarcasm but i thought love was love what the hell,40.0,10.0,4.0
0,1,1,0,0,0,its because hes black i knew it ha ha sarcasm,36.0,10.0,3.6
0,1,1,0,0,0,gotta love sarcasm cable out wifi out phone out cant call to report the outage with no phone x1 is no bargain,88.0,22.0,4.0
0,2,1,0,0,0,i would have to take the bus to get there irony,37.0,11.0,3.3636363636363638
1,0,2,0,0,0,we are here being critical and ironic,31.0,7.0,4.428571428571429
0,1,1,0,0,0,theres also no moderate intelligence in jaydas case only screeching bugeyed incoherent pigshitthick ignorance irony,101.0,15.0,6.733333333333333
0,0,1,0,0,0,thanks sports app for those update alerts you rock sarcasm,49.0,10.0,4.9
0,0,1,0,0,1,you know whats weird i was using aux cords years ago people look at me funny like whats that now everyone got it in their car irony,105.0,27.0,3.888888888888889
0,1,5,0,0,1,wait you love a show about a criminalmastermind who sells meth and yet your toughoncrime irony ps ill gladly pay,93.0,20.0,4.65
0,0,1,2,0,0,listening to i write sins not tragedies while sitting in the basement of a church irony,72.0,16.0,4.5
0,1,3,0,0,0,trump2016 gop pres candidates lament that they have to run against millionaire irony marries karma,84.0,15.0,5.6
0,0,2,0,0,0,some of the best photographers i know have the worst gallery on instagram i kind of love that irony smart,86.0,20.0,4.3
0,0,3,0,0,0,definition of irony 621 choosing a casual wage for the flexibility only to be smashed with literally every flu across 2015 poor irony,111.0,23.0,4.826086956521739
0,1,2,0,0,2,im baffled why i dont pay twitter more attention its such fun i get wisdom 50 times a day learning irony,84.0,21.0,4.0
0,0,2,0,0,0,i should probably start watching the news overheardinthenewsroom irony,62.0,9.0,6.888888888888889
1,1,3,2,0,1,good article sarcastic catcalled readit im a woman and i love being catcalled via,68.0,14.0,4.857142857142857
0,3,1,0,0,0,also pak independence day irony,27.0,5.0,5.4
0,0,1,0,0,0,this is exactly what i need sarcasm,29.0,7.0,4.142857142857143
0,0,4,0,0,0,groomsmenincluding me the best manwear for the wedding in 2 weeks really living the dream here on my vacation sarcasm shopping,106.0,21.0,5.0476190476190474
0,0,2,0,0,0,half the time is lost in thinking what we could have done than in thinking what should be done irony,81.0,20.0,4.05
0,2,2,0,0,0,doesnt even look like that great of a view sarcasm irelandorfingerlakes,61.0,11.0,5.545454545454546
0,1,1,0,0,0,even the driving schools come practice parallel parking at your offices irony,66.0,12.0,5.5
0,0,1,0,0,0,going to take in the trampled by turtles show this weekend at the zoo irony,61.0,15.0,4.066666666666666
0,0,1,0,0,0,hahahahah i sure know how to pick the right guys man go me sarcasm,53.0,14.0,3.7857142857142856
0,0,2,0,0,0,i am so glad we traded for brandon moss sarcasm stlcards,46.0,11.0,4.181818181818182
1,0,1,0,0,0,i need scissors to open my new kitchen scissors irony,44.0,10.0,4.4
0,1,2,0,0,0,dat moment when ur username is a bandom username irony rhetoricaldevice,61.0,11.0,5.545454545454546
1,5,2,0,0,0,bcuz christian white men know whats best 4 vaginas sarcasm,49.0,10.0,4.9
0,0,1,0,0,0,indian muslims who stayed back with india are living far better life than muslims who went to pakistan seeking their own nation irony,111.0,23.0,4.826086956521739
0,0,2,0,0,1,im still reeling from the deaths of those 2 characters who only had 2 secs of screentime sarcasm akamegakill,90.0,19.0,4.7368421052631575
0,1,1,0,0,0,so crowded i couldnt take a picture of the crowd irony,44.0,11.0,4.0
0,0,2,0,0,0,i tried to wing it she says while doing her eyeliner irony ithink,53.0,13.0,4.076923076923077
0,0,2,0,0,0,humans are unique they have this ability to feel lonely even in a crowd sarcasm life,69.0,16.0,4.3125
0,0,1,0,1,0,how can some pastors be so anointed they can have a affair leadership know all about it but there is no earthly consicuences sarcasm,109.0,24.0,4.541666666666667
0,1,1,0,1,0,carefulyour having fun speculating will get in the way of other peoples egos and snobbery cant have that sarcasm,94.0,19.0,4.947368421052632
0,1,2,0,0,1,funny thing is this so called evil has been reporting lies that do turn up to be true sooner or later irony 1mdb,90.0,23.0,3.9130434782608696
0,0,2,0,0,0,i wish britney had prepared a speech teenchoiceawards sarcasm,53.0,9.0,5.888888888888889
0,0,1,0,0,0,india is a place where a woman is not allowed to enter the temple during puberty to worship goddess durgakali irony,95.0,21.0,4.523809523809524
0,1,1,1,1,0,neither as in they are a couple whove just been through a messy divorce theyre not speaking to eachother irony,91.0,20.0,4.55
0,1,1,0,0,0,hope you brought your sweatshirts sarcasm,36.0,6.0,6.0
0,1,1,0,0,1,its really a great way to drum up support and draw huge crowds of fans the ed will be packed this year sarcasm,88.0,23.0,3.8260869565217392
0,0,2,0,0,1,i love solo queue on cs go sarcasm csgo,31.0,9.0,3.4444444444444446
0,2,1,0,1,0,today i posted 2 videos on instagram from my sons skating lesson in between them shared a vid of irony,83.0,20.0,4.15
0,1,2,0,0,0,this vs philly game is insane soccerisboring sarcasm,45.0,8.0,5.625
0,2,1,0,0,0,thats good we people of faith bad mouth each other enough for everyone irony,63.0,14.0,4.5
1,0,2,0,0,0,the psychological benefits of sarcasm musicians,42.0,6.0,7.0
1,1,6,0,0,0,its like 10000 spoons when all you need is a knife 365daysofsuperman manofsteel superman funko ironic,86.0,16.0,5.375
0,0,2,0,0,0,the arabs can move beyond the past and develop constructive engagements with pm modi but indian politicians cant irony modiindubai,111.0,20.0,5.55
0,5,2,0,0,0,oh this is interesting jesus vs christianity popcorn irony,50.0,9.0,5.555555555555555
0,0,2,0,0,0,i just realized that a trailer is a trailer because it trails behind the car irony laurensbrain,79.0,17.0,4.647058823529412
0,1,2,0,1,0,apparently s nonstopvacation includes commercial breaks cut versions of the films irony,76.0,12.0,6.333333333333333
0,2,1,0,0,4,omgg you got the gjallerhorn you are soo kewl super lucky sarcasm,54.0,12.0,4.5
0,0,2,0,0,1,whats a christian doing with a psychic irony rhooc,42.0,9.0,4.666666666666667
0,1,3,0,0,0,ironic isnt it most of the so called scripture was shoplifted from the original scrolls so its all relative anyway,95.0,20.0,4.75
0,1,3,0,0,0,hey guys thanks for not paying the cash for the championsleague sarcasm hatebtsport,71.0,13.0,5.461538461538462
0,0,2,0,0,0,15 out of 16 forgotten birthdays i must mean the world to him ha sarcasm,58.0,15.0,3.8666666666666667
0,1,2,0,0,0,nonsense when the allies withdrew they were in a much better position to defend themselves irony sad,84.0,17.0,4.9411764705882355
0,1,2,0,0,1,but dantonio doesnt wear magic khakis drink extra milk have gatorade breakfast how can he win games sarcasm harbaughmania,103.0,19.0,5.421052631578948
0,1,1,0,0,0,youre not confused sarcasm,23.0,4.0,5.75
0,0,4,0,0,0,the cpcgeezer says vote for harper you lying piece of shit elxn42 cdnpoli irony,66.0,14.0,4.714285714285714
1,0,5,0,0,1,yes those are jalapeos let the delay begin flightdelays whywasiinnashville irony callalanis,80.0,12.0,6.666666666666667
0,0,2,0,0,0,the gop were for small government and freedomlets show you by trying to govern a womans body via government irony,94.0,20.0,4.7
1,0,9,0,0,0,disney disney walt disney sarcastic average smartass mediocre animated gif,65.0,10.0,6.5
1,0,4,0,0,0,honestly i was expecting motorhead or judas priest biker irony marine kennylogins fox studios,80.0,14.0,5.714285714285714
0,1,1,0,0,1,i dont think kenny gets it sarcasm,28.0,7.0,4.0
0,0,2,0,0,1,askjubilee no answer to my question on accurate service information irony,63.0,11.0,5.7272727272727275
0,1,1,0,0,0,oh thats the best sarcasm,21.0,5.0,4.2
0,0,1,0,0,1,mandatory fun is the best kind of fun sarcasm,37.0,9.0,4.111111111111111
0,2,1,0,0,0,i was disgusted when he worked at weber sarcasm,39.0,9.0,4.333333333333333
0,0,1,0,0,0,its so refreshing seeing people smoke after they workout sarcasm,55.0,10.0,5.5
0,1,2,0,0,1,nice selfie at bangkokblast one with the dead would have been so much cooler sarcasm,70.0,15.0,4.666666666666667
0,0,1,0,0,0,why is it that half these girls that buy laughably expensive watches dont even know if the smallhand tells the hour or the minute ironic,112.0,25.0,4.48
0,0,1,0,0,0,stoked to see christmas swag in stores and were not even out of august sarcasm,64.0,15.0,4.266666666666667
0,1,3,0,0,0,a ham eating a pork chop irony gop iowastatefair,40.0,9.0,4.444444444444445
0,2,2,0,0,0,starts singing let it golibre soy cc specially for you because you love frozen sarcasm,72.0,15.0,4.8
1,1,4,0,0,2,awesome new stance by keep that zone tight bud nighty night eyes sarcasm takeaseat strikethree,80.0,15.0,5.333333333333333
0,1,1,0,0,0,the lyrical genius of silento is beyond words sarcasm,45.0,9.0,5.0
0,0,1,0,0,1,i am so excited that gas has gone up 60 cents in the last 2 weeks just in time for our trip to ky at the end of the month sarcasm,99.0,31.0,3.193548387096774
1,1,1,0,0,0,dont be fooled by financial industry ads claiming to have your best interest in mind irony,75.0,16.0,4.6875
1,0,1,0,0,0,as a republican i feel free to say these yahoos would have made a helluva group of founding fathers irony,86.0,20.0,4.3
0,0,1,0,0,0,really glad i only slept 4 hours last night sarcasm,42.0,10.0,4.2
0,0,2,0,0,2,who can quote a personal attack on corbyn by senior party figures is implying such a personal attack in itself labourleadership irony,112.0,22.0,5.090909090909091
1,0,1,0,0,0,irony is something you misplaced in school,36.0,7.0,5.142857142857143
0,1,1,0,0,0,i bet youd get more favorites and rts if you were telling everyone how many 5th string bills o lineman you text sarcasm,97.0,23.0,4.217391304347826
1,1,1,2,0,0,savior of aam aadmis is watching movies before aam aadmis irony,53.0,11.0,4.818181818181818
0,0,3,0,0,0,i was surprised to hear that fernando didnt do well tonight sarcasm voterdfornextgm saidit2yearsago,86.0,14.0,6.142857142857143
1,0,3,0,0,0,lighting up marias day vine funny sarcastic,37.0,7.0,5.285714285714286
0,1,1,0,0,0,thank you for your concern about lewis but i really think you should concentrate on your own driver this season sarcasm,99.0,21.0,4.714285714285714
0,0,3,0,0,1,the irony of shaving your beard and have client ask how long it takes to grow a beard modellife ironic modellistid,94.0,21.0,4.476190476190476
1,0,4,0,0,0,wait tebow scored a running touchdown no way hes really improved his game sarcasm preseason is awful,84.0,17.0,4.9411764705882355
0,0,1,0,0,0,people who dont know how to tackle their own lifes major problems often give advices to the 1s who have nothing going wronglol irony,109.0,24.0,4.541666666666667
0,3,1,0,0,0,says the man whos name is 26 and has a photo of a random guy as his profile pic irony,66.0,20.0,3.3
1,0,2,0,0,0,incredibly moving makeamericagreatagain sarcasm,44.0,4.0,11.0
0,1,1,0,0,0,great point because 12 years playing professional sports is to kids that are learning sports sarcasm,85.0,16.0,5.3125
0,1,1,0,0,0,how wonderful to discover that can deliver a catalogue to my house but not the furniture i ordered seven weeks ago irony,99.0,22.0,4.5
0,1,1,1,1,1,why u complain when ppl use cell at your shows but u use yours at plays screenings ironic,72.0,18.0,4.0
0,0,2,4,0,1,touch down in newcastle good to be home but do miss the heat sarcasm imsunburnt,65.0,15.0,4.333333333333333
1,0,2,0,0,0,poor guy sarcasm flyeaglesfly,26.0,4.0,6.5
0,0,1,0,0,0,3p today so no reason to have any worries and questions then looks rock solid this ironic,73.0,17.0,4.294117647058823
0,0,1,0,0,0,a perfect 04 in the baseball today perfect way to end the week sarcasm,57.0,14.0,4.071428571428571
0,0,1,0,0,0,people that wear items dangling off themselves w carabiners are the same people who would make fun of someone wearing a fanny pack irony,113.0,24.0,4.708333333333333
0,1,1,0,0,0,wow i bet your mother and grandmother and sisters aunts and women friends are super proud sarcasm,81.0,17.0,4.764705882352941
0,2,3,0,0,1,yep if people seek abortions in wichita us prolifers should blow them to pieces american irony,79.0,16.0,4.9375
0,0,5,0,0,0,the leading republican candidate is running on repealing 14thamendment the party of lincoln gop passed the 14thamendment irony 2016,113.0,19.0,5.947368421052632
0,0,3,0,0,0,lipsim used to luxury yay mcdonalds irony travelguides,47.0,8.0,5.875
1,0,6,0,0,0,sarcasm level british british sarcasm bants lol cheersmate igetya,57.0,9.0,6.333333333333333
0,1,1,0,0,0,reminded me of when bp went off on him last year for making a statement ironic,63.0,16.0,3.9375
0,0,1,0,0,1,why does my hair look nice when i have no plans of going out but look like a lawn mower went through it when i plan to go out irony,102.0,30.0,3.4
1,1,1,0,0,0,funny how privilege operates some use their power for good and not evil some forget completely irony,84.0,17.0,4.9411764705882355
0,0,1,0,0,0,so called sanskari people goes all abusive when the views simply dont match irony,68.0,14.0,4.857142857142857
1,0,3,0,0,1,damn it i guess this means were going to have to eat somewhere else sarcasm merica bbq,70.0,17.0,4.117647058823529
0,0,3,0,0,0,imagine taking notes on corporate tips frm d same souls who are gonna evaluate you and extend job offers smethngnot2miss irony disha2015,115.0,22.0,5.2272727272727275
0,1,1,0,0,0,this guy clearly got the movie sarcasm,32.0,7.0,4.571428571428571
0,1,1,0,0,0,irony rt true wisdom is wordless,27.0,6.0,4.5
0,0,2,0,0,0,thank goodness people arent judged by ethnicity and forced to live in squalid ghettos these days whodoyouthinkyouare irony,105.0,18.0,5.833333333333333
0,0,1,0,2,0,jared may end up with a few hundred boyfriends in prison wholl victimize exploit his body soul just like he did little girls irony,107.0,24.0,4.458333333333333
0,0,1,0,0,1,corbyn eh was indifferent until blair piece and now proapartheid bloggers tying themselves in knots to call him an antisemite irony,111.0,21.0,5.285714285714286
0,0,2,0,0,0,just got 15 emails about a facebook conversation in which i was actively involvedthanks for telling me sarcasm strongdislikeofredundancy,118.0,19.0,6.2105263157894735
0,0,1,0,0,0,i missed the stroke and heart attack screenings at work darn sarcasm,57.0,12.0,4.75
0,1,1,0,0,0,happy 69th to ironic,17.0,4.0,4.25
0,0,3,0,0,0,rg3 gets hurt again shocker redskins nfl sarcasm,41.0,8.0,5.125
1,0,1,0,0,0,the answer to this question is gamergate irony,39.0,8.0,4.875
1,0,3,0,0,1,things i hate vandalism irony lists,30.0,6.0,5.0
0,1,1,0,0,0,yes because immodest dressing is the problem and the harassers cant help themselves sarcasm,78.0,14.0,5.571428571428571
1,0,1,0,0,0,canada has a great reputation in oz sarcasm,36.0,8.0,4.5
0,1,1,0,0,0,2pm is for nonsubscribers and nonhft folks sarcasm,43.0,8.0,5.375
0,0,1,0,0,0,when you dont need stress or annoyance always seems to come your way ironic,62.0,14.0,4.428571428571429
0,0,2,0,0,0,when not doing everything mainstream becomes mainstream irony,54.0,8.0,6.75
0,2,2,0,0,0,correction vetted constituents it must be nice to meet only ppl who agree with you sarcasm elxn42,81.0,17.0,4.764705882352941
0,0,4,0,0,0,buddha was born in pradesh 5 irony nepal fightforonlypower novision,58.0,10.0,5.8
1,0,1,0,0,0,well color me surprised sarcasm disgraced 19 kids star josh duggar named in ashley madison leak report,86.0,17.0,5.0588235294117645
0,0,2,0,0,0,had jaredfogle not had been fat lost weight eating subway and got famous from it he very well may have never had sex with anybody irony,110.0,26.0,4.230769230769231
1,0,1,0,0,0,the means of livelihoods 4 entire communities dependant on mining have been destroyed by dis crippling act ironic,96.0,18.0,5.333333333333333
0,0,3,0,1,0,wow 1st batman impersonator leonardrobinson dies after being hit by a car while trying 2 fix his then batgirl yvonnecraig dies ironic,112.0,22.0,5.090909090909091
0,0,1,0,0,0,when you always have lunch throughout the day then you ought to launch an appstate bank buddy sarcasm,84.0,18.0,4.666666666666667
1,0,4,0,0,2,absolutely true netaji rape is not a big thing blame is btw hv u got the 1 person arrested sarcasm,79.0,20.0,3.95
0,0,1,0,0,0,cutting down to fatten the pig irony,30.0,7.0,4.285714285714286
0,1,1,0,0,0,stop being such a liberal and attacking a good godfearing family man sarcastic,66.0,13.0,5.076923076923077
0,0,3,0,0,0,white girl salsa has changed its labels to winking girl salsai wonder why salsa whitegirl irony,80.0,16.0,5.0
1,0,2,0,1,0,sometimes its good to just read a good book detach from the digital world wait i just tweeted that irony,85.0,20.0,4.25
0,1,2,0,0,1,yay bullpen again dodgers sarcasm,29.0,5.0,5.8
1,0,1,0,0,0,heres something ill read some other time how to beat procrastination with daily training sarcasm,82.0,15.0,5.466666666666667
1,0,7,0,0,0,batman is simply not impressed batman parenting napkinart lunchboxdoodles sarcasm justiceleague lunch,90.0,12.0,7.5
0,1,3,0,0,0,ifyougetthis1 dosequisandheineken next to each other irony symbol of ingiz moon next to stars humor for over 21,94.0,18.0,5.222222222222222
0,0,1,0,0,1,skateboarding accidents are fun sarcasm,35.0,5.0,7.0
0,0,3,0,0,0,iu football kicks off in 17 days sarcasm whocares nobowlingallowed,57.0,10.0,5.7
0,1,2,0,0,0,i agree but most american dont give two shits about whats going on whatdifferencedoesitmake sarcastic,87.0,15.0,5.8
0,0,1,0,0,0,for those unaware oreillys dad is a life coach irony,43.0,10.0,4.3
0,0,1,0,0,0,the experience of hearing hip hop music playing at trendy locales and then they make excuses to not let black ppl in smh irony,103.0,24.0,4.291666666666667
0,1,1,0,0,0,yeah ha ha ha hilarious to make light of plundering the victims of history sarcasm,68.0,15.0,4.533333333333333
0,0,3,0,0,0,i find it ironic that im staying at the hotl dangleterre but none of the staff speak english solotraveldiaries frenglishtime,105.0,20.0,5.25
0,0,4,0,0,0,funniest thing is an sql injection working on one of the ashmaddump search sites ashleymadison irony youhadonejob,97.0,17.0,5.705882352941177
1,0,1,0,0,1,if this is the biggest of your concerns welcome to real life 45 whole minutes on a college campus ugh sarcasm,89.0,21.0,4.238095238095238
1,1,7,0,0,0,dont forget to boycottthezoo and other abusementparks irony peta vegan stopcrueltyma notours,81.0,12.0,6.75
0,0,2,0,0,0,sex on the radio anthem ironic,25.0,6.0,4.166666666666667
0,0,4,0,0,0,celebrating 69th independence day but still 95 of the indians dont get access to education despite rte irony incredible india,106.0,20.0,5.3
1,0,1,0,0,1,like one disc wasnt enough ironic,28.0,6.0,4.666666666666667
0,0,1,0,0,0,losing my festival v at v festival this weekend irony,44.0,10.0,4.4
1,0,2,0,1,0,sarcasm fun help declining fish populations kill manatees groupers,58.0,9.0,6.444444444444445
1,1,1,0,1,1,halfdozen sounds more reasonable than six 6 can be lucky in china irony,59.0,13.0,4.538461538461538
1,0,1,0,1,0,first day back at work in the library my boss left me two beautiful piles of periodicals sarcasm,79.0,18.0,4.388888888888889
0,0,4,0,0,0,i keep forgetting how tall i am im so glad everyone reminds me when i see them thankgod almostforgot sarcasm lankyandiknowit,104.0,21.0,4.9523809523809526
1,0,7,0,0,0,my location today was so subpar sarcasm myjobrocks pei parkscanada peimakeupartist summer bts,81.0,13.0,6.230769230769231
1,1,2,0,0,2,how the hell did he get to the gate and he was taken alive amazing sarcasm,59.0,16.0,3.6875
0,0,1,9,0,1,i love math sarcasm,16.0,4.0,4.0
1,0,2,1,0,1,aww how nice but you must miss our gurgaon right sarcasm,46.0,11.0,4.181818181818182
1,0,3,0,0,1,whew its ironic that ive fallen behind on my augustphotochallenge and the last pic i put up was,78.0,18.0,4.333333333333333
0,0,1,0,0,0,just found out that i have polish and germany heritage in me irony,54.0,13.0,4.153846153846154
0,1,3,0,0,2,is that supposed to be funny root of the problem ohh how hilarious getagrip sarcasm cretin,75.0,16.0,4.6875
1,1,5,0,0,2,s promised 50 mbps speed internet hahawhat a joke twcsucks internet speed sarcasm speedtest,78.0,14.0,5.571428571428571
0,0,1,0,0,0,all us black guys wanna do is be wanna be thugs smoke weed sag act hard ball in sports fuck hoes and make bad grades sarcasm,99.0,26.0,3.8076923076923075
0,0,3,1,0,2,so what happens next after moodofthenation is know to all rest in peace funny sarcastic,73.0,15.0,4.866666666666666
0,2,5,0,0,0,cracking down on domestic violence but promoting fights in training camp seemslegit makessense irony hypocrites nomore,103.0,16.0,6.4375
1,0,1,0,0,1,josh duggar for president sarcasm what a loser,39.0,8.0,4.875
0,1,2,0,0,0,much irony in the john 316 one a greasy burger wrapping waxing poetic about eternal life bb17,77.0,17.0,4.529411764705882
0,0,1,0,0,0,just left tesco having bought ingredients for dinner and kate bush this womans work comes on shuffle ironic,90.0,18.0,5.0
0,1,1,0,0,0,another expensive redundancy with little to no basis in the real world where the rest of us live great work guys sarcasm,99.0,22.0,4.5
0,0,3,0,0,1,just updated ios to 841 applemusic update well havent been using apple music since launched irony,82.0,16.0,5.125
1,1,5,0,0,0,ironic that is about to go down faster and harder than nixon at watergate tcot pjnet,69.0,16.0,4.3125
0,0,3,0,0,0,the one day i could sleep in my body wakes me up early why ironic imgettingold,63.0,16.0,3.9375
0,0,1,0,0,0,searched up eminem wont back down on youtube played and agent 47 with the song irony,69.0,16.0,4.3125
0,0,1,0,0,0,paisley jnr emerges from political wilderness to advocate excluding sf who are democratically elected the dup democratic unionists irony,118.0,19.0,6.2105263157894735
0,0,2,0,0,1,2 full backs playing in a middle five in a 451 what was probably needed but will it be viewed as negative by swfc fans irony,99.0,26.0,3.8076923076923075
0,1,2,0,0,0,need to ban jeeps sarcasm,21.0,5.0,4.2
0,0,2,0,0,0,in federal prison all of jareds foot longs come with mayo eatfresh irony,60.0,13.0,4.615384615384615
1,1,4,0,0,0,tho i have been known 2talk in my sleep so joke jokeoftheday sarcasm,56.0,13.0,4.3076923076923075
0,0,2,0,0,0,just saw that olive garden favorited a sarcastic tweet of mine they didnt get the joke,71.0,16.0,4.4375
0,0,2,0,0,0,still no place 2 live but im packing like im moving somewhere lolit will be an interesting week 2 say the least lol positivity sarcasm,110.0,25.0,4.4
0,1,1,0,0,0,always find it funny when saints fans sarcastically cheer when given a penalty yep thats refs favourite team saints irony,102.0,20.0,5.1
1,0,4,0,0,0,irony watching friday on a saturday actingoutallmyfavoritescenes byefelicia albuquerque,79.0,9.0,8.777777777777779
0,0,1,0,0,0,i love when people capitalize every word in a sentence sarcasm,52.0,11.0,4.7272727272727275
1,0,2,0,0,1,ha she should probably just stick to total divas but good for her sarcastic summerofslams,75.0,15.0,5.0
1,0,1,0,0,0,and he is a chairman of kashmir committee ironic,40.0,9.0,4.444444444444445
0,0,2,0,0,0,i really dont know how ill cope without onedirection in my life sarcasm,59.0,13.0,4.538461538461538
1,0,3,0,0,0,pro tip eat a large packet of toffee popcorn right before hiit sarcasm vomit gymlife,70.0,15.0,4.666666666666667
0,0,2,0,0,2,me hey brooke can you turn down the hipster momma cutshall wait whats playing i dont hear anything shewasserious sarcasm,101.0,20.0,5.05
1,1,5,0,0,0,opinion no brands campaign needs a hashtag ever via irony,48.0,10.0,4.8
1,0,2,0,0,2,i do i really do lol noidont sarcastic,31.0,8.0,3.875
0,0,1,1,0,0,i love anxiety attacks sarcasm,26.0,5.0,5.2
1,0,3,0,0,0,hownottoargue behave according to the dictionary definition of a bigot while talking of bigotry sadpuppies irony,97.0,16.0,6.0625
0,1,1,0,0,1,maybe hes coming to hand out gold and church lands to the poor people sarcasm,63.0,15.0,4.2
1,0,5,0,0,0,siri saves young mans life says it took 5 times for siri to understand request siri technology news irony rt,89.0,20.0,4.45
0,1,2,0,0,3,yes we had a yellow ball in the sky and a balmy breeze too but sick children galore too unwell to enjoy it irony grrrrrrr,97.0,25.0,3.88
0,1,1,0,0,0,im surprised you guys were allowed to sit there what with all that adidas branding behind you sarcasm,84.0,18.0,4.666666666666667
0,0,1,0,0,0,im just glad we bought that new defence we so desperately needed because imagine the mess wed now be in if we hadnt sarcasm,100.0,24.0,4.166666666666667
0,0,2,0,0,1,when cars run lights and ignore stop signs it just makes the morning run all the more exciting runchat sarcasm,91.0,20.0,4.55
1,0,4,0,0,0,wash away your weight worries w the h2o diet disclaimer switch on sarcasm mode,65.0,14.0,4.642857142857143
1,0,2,0,0,0,left winger complains about the faux outrage on twitter excuse me whilst i laugh hysterically irony auspol,90.0,17.0,5.294117647058823
0,1,1,0,0,0,this new style oozes irony,22.0,5.0,4.4
1,0,2,0,0,0,looking forward to 11 hours of thrilling inflight entertainment on united united sarcasm,76.0,13.0,5.846153846153846
0,0,2,0,0,0,good thing they all went to bed early to be ready for the veto 16 hours of sleep a day just isnt enough sarcasm bb17,92.0,25.0,3.68
0,1,1,0,0,0,it seems strangely fitting that my church would preach a sermon on biblical community the sunday before i return to irony,101.0,21.0,4.809523809523809
0,0,3,0,0,0,theres nothing like workin in a field where people from the outside have the answers to your questions ironic consumerbehavior mktg,111.0,21.0,5.285714285714286
1,1,3,0,0,0,im really pleased for it well done lifesaving equipment bbc dayafterresultsday irony,73.0,12.0,6.083333333333333
0,0,3,0,0,1,i wonder how many will still rant about commentators having a melbourne bias for this one irony aflgiantsswans goswans,100.0,19.0,5.2631578947368425
0,0,1,0,2,0,pak is yet to admit feel ashamed that osama bin laden was caught killed in their own friendly neighbourhood irony,94.0,20.0,4.7
0,0,1,0,0,1,what does one do if one is allergic to anti allergic lotion irony,53.0,13.0,4.076923076923077
0,0,1,0,0,0,just found a black fly in my chardonnay ironic,38.0,9.0,4.222222222222222
0,1,1,0,0,0,yes as alwsys sarcasm,18.0,4.0,4.5
0,1,1,1,0,0,sarcasm i wish i had to get a new fossil watch,36.0,11.0,3.272727272727273
0,0,2,0,0,2,wifi cut out in the middle of trying to order internet for my new place is that irony i cant tell anymore irony orjustcoincidence,106.0,24.0,4.416666666666667
1,1,2,0,0,0,irony hypocrisy rt we gather to take a stand against religious bigotry and intolerance cont,77.0,15.0,5.133333333333334
0,1,1,0,0,0,i want hawk would love to have a whole inning of silence when cubs are losing sarcastic,71.0,17.0,4.176470588235294
0,1,1,0,0,0,id love to but unfortunately you cant if you live in the south west ironic,60.0,15.0,4.0
0,1,4,0,0,0,sit with your tweet a moment just a moment now lets talk about racism irony fightingracismwithracism hypocrite derp,98.0,18.0,5.444444444444445
1,0,1,0,0,0,photo wired man was caught in a wire irony,34.0,9.0,3.7777777777777777
0,1,1,0,0,0,made me laugh perigo is my favourite word when in portugal gets me out of trouble irony,71.0,17.0,4.176470588235294
0,0,1,0,0,0,oh cool now theyre blasting the ac this is great for people like me who are always freezing sarcasm,81.0,19.0,4.2631578947368425
1,1,2,0,0,1,found out is getting ready for a new album release and now this is stuck in my head getout ironic,78.0,20.0,3.9
0,0,1,0,0,0,im sitting here writing about zero calorie sweeteners whilst eating chocolate biscuits with a high sugar and calorie content irony,111.0,20.0,5.55
0,1,4,0,0,0,well that settles it move over spieth tiger is back sarcasm fluke,54.0,12.0,4.5
0,0,2,0,0,0,tiger has become the ultimate cocktease irony perkins,46.0,8.0,5.75
1,0,1,0,0,1,my dad sent me this but im not sure i will want my kids someday to spend so much time on the computer irony,84.0,24.0,3.5
0,3,3,0,0,1,finally gets some support sarcasm donaldtrumpforpresident no rino,58.0,8.0,7.25
